traj_id,time,S_N,S_T,q
1,0.0,-0.1601199901473987,0.23396264110111528,-9.68671320620395
1,1.0,-0.15878089845125357,0.23216896200234902,-9.481657649136423
1,2.0,-0.15748776777608844,0.23043224568602588,-9.283640118506948
1,3.0,-0.15623860265147604,0.2287500980156538,-9.092355047264922
1,4.0,-0.15503145434508628,0.22712017642382978,-8.907504025380124
1,5.0,-0.15386454947833095,0.2255403457634748,-8.728815494799173
1,6.0,-0.15273617832823702,0.2240085435880042,-8.556027645074234
1,7.0,-0.1516447454773141,0.22252284212629414,-8.38889616939406
1,8.0,-0.1505887185371479,0.22108138662592755,-8.227186412610811
1,9.0,-0.14956666319010334,0.2196824381648098,-8.070678737187697
1,10.0,-0.14857720018814974,0.21832432171375743,-7.919161938414782
1,11.0,-0.1476190363842982,0.21700546440190757,-7.772437996263309
1,12.0,-0.14669093761404395,0.21572436238778822,-7.630317922711934
1,13.0,-0.14579177005951396,0.21447963232387318,-7.492628095852455
1,14.0,-0.14492040987129723,0.2132699008232375,-7.359196420250544
1,15.0,-0.14407579246606048,0.21209386496138885,-7.229859875906099
1,16.0,-0.14325690169543093,0.21095027907706618,-7.10446285968063
1,17.0,-0.14246276071385927,0.2098379437940479,-6.982855786890088
1,18.0,-0.14169251288470627,0.20875580576002406,-6.864907480480827
1,19.0,-0.1409452855560083,0.20770279085489549,-6.750484310967247
1,20.0,-0.1402202260062864,0.20667784779892504,-6.639455700825493
1,21.0,-0.1395165169438964,0.2056799673846988,-6.531696497914114
1,22.0,-0.13883343585058108,0.20470825602558818,-6.427096062771924
1,23.0,-0.13817029175519538,0.2037618585363748,-6.325548586757542
1,24.0,-0.13752635360069337,0.2028398687415504,-6.226942122862231
1,25.0,-0.1369009283187239,0.20194142610709415,-6.131170541298734
1,26.0,-0.13629346566762038,0.20106584655350426,-6.03814958337753
1,27.0,-0.13570333356369813,0.20021234380420183,-5.94778245791363
1,28.0,-0.13512990405394568,0.19938013528574594,-5.859973006253417
1,29.0,-0.13457267094396494,0.19856858916487327,-5.774643714680254
1,30.0,-0.13403112158068745,0.19777706538736436,-5.691716080459155
1,31.0,-0.13350468127647658,0.19700484523547981,-5.61110210148108
1,32.0,-0.13299290059639232,0.1962513656704368,-5.5327329556240965
1,33.0,-0.13249533740562025,0.195516072752585,-5.456540938636927
1,34.0,-0.13201146431414915,0.1947983046071214,-5.382445291111651
1,35.0,-0.13154092026835013,0.19409760733821524,-5.3103907247859174
1,36.0,-0.13108327646267715,0.19341344197793692,-5.240311576523762
1,37.0,-0.13063807030506766,0.19274522589767243,-5.172137009448699
