traj_id,time,S_N,S_T,q
1,0.0,-0.03303391876463824,0.5341224419299285,4.0147001950829395
1,1.0,-0.03352405751683717,0.5372231894145203,3.9971465817797944
1,2.0,-0.034015182327863575,0.5403306959264473,3.9795576542002875
1,3.0,-0.034507398717030395,0.543445108656496,3.961929633322237
1,4.0,-0.03500079466893614,0.546566553590414,3.9442593681040026
1,5.0,-0.03549549565221355,0.5496952077649996,3.926542365067253
1,6.0,-0.03599159231672675,0.5528312005220412,3.9087753777176997
1,7.0,-0.03648918486248512,0.5559746754862375,3.890954817536356
1,8.0,-0.03698841510720792,0.5591258374072405,3.8730756055259152
1,9.0,-0.0374893524616631,0.5622847853299228,3.8551352558397154
1,10.0,-0.03799215741955006,0.5654517524539941,3.837128020627126
1,11.0,-0.03849689286970657,0.5686268304759023,3.819051647615021
1,12.0,-0.039003734805414775,0.5718102772700675,3.80089983385754
1,13.0,-0.03951276393709319,0.5750022095178385,3.782669688827319
1,14.0,-0.04002411761874804,0.5782028303723667,3.7643562933885004
1,15.0,-0.04053794610217957,0.5814123600307682,3.7459542664893153
1,16.0,-0.041054306585114636,0.5846308859202753,3.7274615596755756
1,17.0,-0.0415734451582442,0.5878587702967563,3.708869359563711
1,18.0,-0.042095371808534905,0.5910960288005174,3.690177308484897
1,19.0,-0.0426203449495968,0.5943430465416188,3.671376151727969
1,20.0,-0.04314842988186099,0.5975999203369113,3.6524635506520586
1,21.0,-0.04367977436836518,0.6008668740532794,3.633434213336844
1,22.0,-0.044214611046354976,0.6041442533872294,3.614279808214515
1,23.0,-0.04475294619296401,0.6074320692541366,3.5950001104785754
1,24.0,-0.04529509832559913,0.6107308006027654,3.575583712886962
1,25.0,-0.045841148412421394,0.6140405682144604,3.5560277156816316
1,26.0,-0.04639119509850646,0.6173615249648781,3.5363285860313107
1,27.0,-0.04694558870394003,0.6206941960340033,3.5164737777268105
1,28.0,-0.047504310061559564,0.6240385534947558,3.496463977212445
1,29.0,-0.0480676616629127,0.6273950568216977,3.4762883511892113
1,30.0,-0.0486358567961449,0.6307640266156821,3.4559392610494495
1,31.0,-0.049208890037690044,0.6341454574852898,3.435416901030367
1,32.0,-0.04978719775085923,0.6375400109816146,3.414705643408612
1,33.0,-0.05037090429931852,0.6409478736698763,3.3938010342786464
1,34.0,-0.05096002915654559,0.6443690786987296,3.372702376225923
1,35.0,-0.05155509202095592,0.6478044136870422,3.3513910570003813
1,36.0,-0.052156179223802966,0.6512540082579179,3.3298639847725497
1,37.0,-0.05276331235209817,0.6547179003392076,3.3081203864347133
1,38.0,-0.05337709688127064,0.6581970069303213,3.2861385777566414
1,39.0,-0.05399761962222106,0.6616914581312818,3.263915449730988
1,40.0,-0.05462486616457726,0.6652012367431298,3.2414515184444728
1,41.0,-0.05525950690482653,0.6687273593713576,3.218722774612696
1,42.0,-0.05590170896659233,0.6722700769587934,3.195723232943843
1,43.0,-0.05655141364832303,0.675829303661124,3.1724549957494204
1,44.0,-0.05720922105279434,0.6794059522383182,3.14889657121304
1,45.0,-0.05787554384355719,0.6830006428407764,3.125033180384119
1,46.0,-0.05855038202061158,0.6866133754684985,3.1008648232626577
1,47.0,-0.059233881744970206,0.6902443771203761,3.0763862653025487
1,48.0,-0.05992696061144862,0.693895030454091,3.0515646441673856
1,49.0,-0.06062963894146906,0.6975653658885498,3.0263992320747057
1,50.0,-0.061341876671989294,0.7012553266155918,3.000891463824652
1,51.0,-0.06206461425333227,0.7049663300175101,2.975007658543744
1,52.0,-0.06279816649177476,0.7086988476392589,2.9487365418986986
1,53.0,-0.063542486597642,0.7124528101695315,2.922079789594311
1,54.0,-0.06429807791086667,0.7162289785744776,2.8950193752360156
1,55.0,-0.06506585090237549,0.7200287134055432,2.8675226916192225
1,56.0,-0.06584580557216844,0.723852014662728,2.839589738743931
1,57.0,-0.06663809180532711,0.7276990987343991,2.8112151486918733
1,58.0,-0.06744380285545691,0.731571603255389,2.7823597681601417
1,59.0,-0.06826307329797539,0.7354697321650788,2.753018777524028
1,60.0,-0.06909612342238927,0.7393938189231994,2.723184287432205
1,61.0,-0.0699441047871667,0.7433455701444424,2.6928150564771025
1,62.0,-0.07080705320199308,0.7473250382169966,2.6619098021864245
1,63.0,-0.07168550924003839,0.751333018353323,2.630449164710854
1,64.0,-0.07258040271956191,0.7553708900762502,2.598399843948954
1,65.0,-0.07349177847119494,0.7594387225907467,2.565760234356249
1,66.0,-0.07442081835889028,0.7635382539931485,2.532488009177895
1,67.0,-0.0753677816041761,0.7676698641109698,2.4985738847683012
1,68.0,-0.07633333279696991,0.7718345303823438,2.4639940597969985
1,69.0,-0.07731850857772582,0.7760337643731825,2.4287114084795336
1,70.0,-0.0783234593214264,0.7802677813985717,2.39272054535254
1,71.0,-0.0793494861673737,0.7845384762169927,2.355974871986372
1,72.0,-0.08039685752507487,0.7888462442702517,2.3184647756812065
1,73.0,-0.08146687137360308,0.7931929643253754,2.2801437711864425
1,74.0,-0.08255990268062499,0.7975791783675911,2.240998429575287
1,75.0,-0.08367723667524497,0.802006738006407,2.200982722218902
1,76.0,-0.0848194812462455,0.8064765139967007,2.1600748784562835
1,77.0,-0.085987775122514,0.8109901343573226,2.1182341163528102
1,78.0,-0.08718291544139203,0.8155487445671142,2.075431887582973
1,79.0,-0.08840623854860603,0.8201542486008699,2.031620332849754
