S_N,S_T,basin_label
-0.17786823535082383,-0.07894320656828706,2
-0.17786823535082383,-0.0721635455513379,2
-0.17786823535082383,-0.06538388453438876,2
-0.17786823535082383,-0.0586042235174396,2
-0.17786823535082383,-0.051824562500490445,2
-0.17786823535082383,-0.045044901483541296,2
-0.17786823535082383,-0.03826524046659214,2
-0.17786823535082383,-0.03148557944964299,2
-0.17786823535082383,-0.024705918432693836,2
-0.17786823535082383,-0.017926257415744683,2
-0.17786823535082383,-0.011146596398795531,2
-0.17786823535082383,-0.004366935381846379,2
-0.17786823535082383,0.002412725635102774,2
-0.17786823535082383,0.009192386652051927,2
-0.17786823535082383,0.01597204766900108,2
-0.17786823535082383,0.022751708685950233,2
-0.17786823535082383,0.029531369702899386,2
-0.17786823535082383,0.036311030719848536,2
-0.17786823535082383,0.04309069173679769,2
-0.17786823535082383,0.04987035275374684,2
-0.17786823535082383,0.05665001377069599,2
-0.17786823535082383,0.06342967478764515,2
-0.17786823535082383,0.0702093358045943,2
-0.17786823535082383,0.07698899682154345,2
-0.17786823535082383,0.0837686578384926,2
-0.17786823535082383,0.09054831885544176,2
-0.17786823535082383,0.09732797987239092,2
-0.17786823535082383,0.10410764088934006,2
-0.17786823535082383,0.11088730190628922,2
-0.17786823535082383,0.11766696292323837,2
-0.17786823535082383,0.12444662394018752,2
-0.17786823535082383,0.13122628495713667,2
-0.17786823535082383,0.13800594597408583,2
-0.17786823535082383,0.144785606991035,2
-0.17786823535082383,0.15156526800798414,2
-0.17786823535082383,0.15834492902493327,2
-0.17786823535082383,0.16512459004188243,2
-0.17786823535082383,0.1719042510588316,2
-0.17786823535082383,0.17868391207578074,2
-0.17786823535082383,0.1854635730927299,2
-0.17786823535082383,0.19224323410967906,2
-0.17786823535082383,0.1990228951266282,2
-0.17786823535082383,0.20580255614357734,2
-0.17786823535082383,0.2125822171605265,2
-0.17786823535082383,0.21936187817747566,2
-0.17786823535082383,0.2261415391944248,2
-0.17786823535082383,0.23292120021137397,2
-0.17786823535082383,0.23970086122832313,2
-0.17786823535082383,0.24648052224527228,2
-0.17786823535082383,0.25326018326222144,2
-0.17786823535082383,0.2600398442791706,2
-0.17786823535082383,0.26681950529611975,2
-0.17786823535082383,0.2735991663130689,2
-0.17786823535082383,0.280378827330018,2
-0.17786823535082383,0.28715848834696717,2
-0.17786823535082383,0.2939381493639163,2
-0.17786823535082383,0.3007178103808655,2
-0.17786823535082383,0.30749747139781464,2
-0.17786823535082383,0.3142771324147638,2
-0.17786823535082383,0.32105679343171295,2
-0.17108857433387467,-0.07894320656828706,2
-0.17108857433387467,-0.0721635455513379,2
-0.17108857433387467,-0.06538388453438876,2
-0.17108857433387467,-0.0586042235174396,2
-0.17108857433387467,-0.051824562500490445,2
-0.17108857433387467,-0.045044901483541296,2
-0.17108857433387467,-0.03826524046659214,2
-0.17108857433387467,-0.03148557944964299,2
-0.17108857433387467,-0.024705918432693836,2
-0.17108857433387467,-0.017926257415744683,2
-0.17108857433387467,-0.011146596398795531,2
-0.17108857433387467,-0.004366935381846379,2
-0.17108857433387467,0.002412725635102774,2
-0.17108857433387467,0.009192386652051927,2
-0.17108857433387467,0.01597204766900108,2
-0.17108857433387467,0.022751708685950233,2
-0.17108857433387467,0.029531369702899386,2
-0.17108857433387467,0.036311030719848536,2
-0.17108857433387467,0.04309069173679769,2
-0.17108857433387467,0.04987035275374684,2
-0.17108857433387467,0.05665001377069599,2
-0.17108857433387467,0.06342967478764515,2
-0.17108857433387467,0.0702093358045943,2
-0.17108857433387467,0.07698899682154345,2
-0.17108857433387467,0.0837686578384926,2
-0.17108857433387467,0.09054831885544176,2
-0.17108857433387467,0.09732797987239092,2
-0.17108857433387467,0.10410764088934006,2
-0.17108857433387467,0.11088730190628922,2
-0.17108857433387467,0.11766696292323837,2
-0.17108857433387467,0.12444662394018752,2
-0.17108857433387467,0.13122628495713667,2
-0.17108857433387467,0.13800594597408583,2
-0.17108857433387467,0.144785606991035,2
-0.17108857433387467,0.15156526800798414,2
-0.17108857433387467,0.15834492902493327,2
-0.17108857433387467,0.16512459004188243,2
-0.17108857433387467,0.1719042510588316,2
-0.17108857433387467,0.17868391207578074,2
-0.17108857433387467,0.1854635730927299,2
-0.17108857433387467,0.19224323410967906,2
-0.17108857433387467,0.1990228951266282,2
-0.17108857433387467,0.20580255614357734,2
-0.17108857433387467,0.2125822171605265,2
-0.17108857433387467,0.21936187817747566,2
-0.17108857433387467,0.2261415391944248,2
