traj_id,time,S_N,S_T,q
1,0.0,-0.12186066202683052,0.3162898557298105,-0.010928149577876122
1,1.0,-0.12280858430110941,0.3177392965826685,-0.08982712726704621
1,2.0,-0.12374854289445407,0.31916423392103643,-0.16806325917085488
1,3.0,-0.1246804999564988,0.32056468029387214,-0.24563339486733576
1,4.0,-0.12560441275939815,0.32194064138530626,-0.32253397796434935
1,5.0,-0.1265202482891237,0.3232921431107213,-0.39876226058565684
1,6.0,-0.12742797196075512,0.3246192140847735,-0.47431536410404457
1,7.0,-0.12832755372285312,0.32592189196634946,-0.5491907872302138
1,8.0,-0.129218974752688,0.3272002267762695,-0.6233869632807273
1,9.0,-0.13010220719225007,0.32845426438100245,-0.6969015735333128
1,10.0,-0.13097723058910635,0.3296840735390377,-0.7697329156584704
1,11.0,-0.13184403606957193,0.33088972144942097,-0.8418802510675152
1,12.0,-0.13270260504537218,0.3320712761789185,-0.9133420325915421
1,13.0,-0.13355292766668614,0.33322883447595053,-0.9841174403945523
1,14.0,-0.13439500151983438,0.3343624715683275,-1.054206273577334
1,15.0,-0.1352288180627705,0.3354722878584747,-1.1236078211546638
1,16.0,-0.13605437851066457,0.33655839695994283,-1.1923221842695126
1,17.0,-0.13687168411509487,0.33762088395876044,-1.2603494670952435
1,18.0,-0.13768073855621804,0.33865988911883776,-1.3276899759445158
1,19.0,-0.13848155067992957,0.33967551470785134,-1.3943444470930029
1,20.0,-0.13927412709978293,0.34066788586672797,-1.460313431010533
1,21.0,-0.14005848402304627,0.3416371589824159,-1.5255982766862777
1,22.0,-0.14083463164037074,0.34258343156318405,-1.5901998323247626
1,23.0,-0.14160258993980862,0.34350688216688063,-1.6541197616034085
1,24.0,-0.14236237807857655,0.3444076337610756,-1.7173596590462115
1,25.0,-0.1431140148489037,0.3452858391996287,-1.7799210887979453
1,26.0,-0.14385752970797105,0.3461416800401398,-1.8418065026856454
1,27.0,-0.14459294107889034,0.34697527198343914,-1.9030174341311186
1,28.0,-0.14532028487418258,0.3477868300492909,-1.963556872262556
1,29.0,-0.14603958455282454,0.34857647566134886,-2.0234267696549035
1,30.0,-0.14675087481903779,0.3493444076650443,-2.0826300148652486
1,31.0,-0.1474541927653236,0.35009080771691575,-2.141169695235784
1,32.0,-0.148149566018847,0.35081582160350533,-2.1990481102747417
1,33.0,-0.14883704335563253,0.35151968440222414,-2.2562693197859485
