traj_id,time,S_N,S_T,q
1,0.0,-0.01762532913397505,0.19345000722299738,9.069833840520229
1,1.0,-0.01712242603542623,0.1935668956078514,9.114915048180407
1,2.0,-0.01661501167900496,0.19367581049822313,9.160400653732626
1,3.0,-0.016103150375887228,0.19377675142741335,9.206284892198534
1,4.0,-0.01558695712488714,0.19386971191434835,9.252557454861728
1,5.0,-0.015066462178240848,0.19395469092279055,9.299215629853178
1,6.0,-0.014541785254501652,0.19403168981709537,9.346248685369922
1,7.0,-0.01401295172009324,0.19410071483465594,9.393654347516613
1,8.0,-0.013480160740738037,0.19416177139212382,9.441414762692197
1,9.0,-0.012943417000650947,0.19421485946465558,9.48952951099458
1,10.0,-0.012402773617360342,0.1942599851977744,9.537993830865654
1,11.0,-0.011858454462165295,0.19429717114782769,9.586787654048623
1,12.0,-0.011310463213360012,0.19432641766623798,9.635910650814074
1,13.0,-0.010758836465419721,0.19434773381729895,9.685359540762379
1,14.0,-0.010203860334448691,0.19436116110531498,9.73510867589187
1,15.0,-0.009645539546786753,0.1943667001383035,9.78515763252429
1,16.0,-0.00908386503984763,0.1943643496234346,9.835507223047427
1,17.0,-0.008519126011335256,0.19435416961273796,9.886131523219044
1,18.0,-0.007951413050750571,0.19433617846900567,9.937022412420845
1,19.0,-0.007380710196250464,0.19431037245261726,9.98818132150336
1,20.0,-0.006807166918464455,0.1942767919817313,10.039594851629895
1,21.0,-0.006231056282002864,0.19423550510606968,10.091238524759978
1,22.0,-0.005652378286865694,0.19418651182563237,10.143112340893602
1,23.0,-0.005071121423345134,0.19412980961055196,10.19521733178327
1,24.0,-0.004487635200865304,0.1940655048174316,10.247522166727355
1,25.0,-0.003902020742683256,0.19399362757756694,10.300017780841257
1,26.0,-0.0033142756839544853,0.19391417709437508,10.352704386114224
1,27.0,-0.002724488576495787,0.19382718640772345,10.405574044589907
1,28.0,-0.002133035439648931,0.19373278528998042,10.458593049166325
1,29.0,-0.0015399162734139162,0.19363097374114596,10.51176139984348
1,30.0,-0.000945107536129032,0.19352174359346222,10.565081206941512
1,31.0,-0.0003489549768104545,0.19340523143462537,10.618521476849047
1,32.0,0.0002483812704143783,0.19328149907431572,10.672067854832793
1,33.0,0.0008469012055454659,0.19315054651253324,10.725720340892748
1,34.0,0.0014465553162801756,0.19301239797945738,10.77947449665022
1,35.0,0.002046915073887604,0.1928672386278144,10.833291907959895
1,36.0,0.0026479594337191444,0.1927150773479554,10.88717068833872
1,37.0,0.0032497170503509466,0.19255590148675802,10.941113406438394
1,38.0,0.0038518772248459844,0.19238986133803898,10.995092210604506
1,39.0,0.00445420996258252,0.1922170650674198,11.049086483673765
1,40.0,0.005056715263560556,0.1920375126749005,11.103096225646176
1,41.0,0.005659373552646739,0.19185121734247254,11.15711968176887
1,42.0,0.006261738194869974,0.19165841067369277,11.211116814818102
1,43.0,0.0068637545433977406,0.1914591203649455,11.265082726145978
1,44.0,0.007465447640923122,0.1912533331034492,11.319019660628006
1,45.0,0.008066572827084962,0.19104119023500865,11.372905686435605
1,46.0,0.008666824457423717,0.19082286168079626,11.42671340500752
1,47.0,0.009266202531939386,0.190598347440812,11.480442816343755
1,48.0,0.009864711595704588,0.19036764787468904,11.53409432787342
1,49.0,0.010461918230866145,0.1901310272895055,11.58762908718081
1,50.0,0.01105772625611835,0.1898885429046091,11.641038472387423
1,51.0,0.011652148114030899,0.18964018693497275,11.6943235988693
1,52.0,0.012245031058416669,0.18938606496846086,11.747470774162426
1,53.0,0.012835995275794206,0.18912642315956124,11.800445951050792
1,54.0,0.01342504076616351,0.1888612615082739,11.853249129534388
1,55.0,0.014012187695751594,0.18859056878571967,11.905882117352864
1,56.0,0.014597046890249831,0.1883146221952102,11.958310028167533
